Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009.0,Fighting,0.0,0.0,0.04,0.0,,,
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007.0,Fighting,0.0,0.0,0.02,0.0,,,
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008.0,Fighting,0.0,0.0,0.02,0.0,,,
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010.0,Role-Playing,0.0,0.0,0.06,0.0,,,
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009.0,Fighting,0.0,0.0,0.06,0.0,,,
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010.0,Action,0.0,0.0,0.06,0.0,,,
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008.0,Misc,0.0,0.0,0.05,0.0,,,
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008.0,Role-Playing,0.0,0.0,0.07,0.0,,,
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008.0,Fighting,0.0,0.0,0.08,0.0,,,
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007.0,Fighting,0.0,0.0,0.08,0.0,,,
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007.0,Fighting,0.0,0.0,0.06,0.0,,,
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008.0,Action,0.0,0.0,0.02,0.0,,,
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009.0,Action,0.0,0.0,0.03,0.0,,,
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007.0,Action,0.0,0.0,0.05,0.0,,,
Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008.0,Action,0.0,0.0,0.02,0.0,,,
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008.0,Action,0.0,0.0,0.01,0.0,,,
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010.0,Fighting,0.0,0.0,0.03,0.0,,,
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007.0,Action,0.0,0.0,0.02,0.0,,,
Kawa no Nushi Tsuri,PS,1998.0,Sports,0.0,0.0,0.15,0.01,,,
Kawaii Koinu DS 3,DS,2010.0,Simulation,0.0,0.0,0.02,0.0,,,
Kawasaki Jet Ski,Wii,2008.0,Racing,0.02,0.0,0.0,0.0,,0.6,E
Kawasaki Quad Bikes,Wii,2007.0,Racing,0.07,0.01,0.0,0.01,,tbd,E
Kawasaki Snowmobiles,Wii,2008.0,Racing,0.02,0.0,0.0,0.0,,2,E
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006.0,Misc,0.0,0.0,0.09,0.0,,,
Kazoku Keikaku,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
Keiba Eight Special,SNES,1993.0,Sports,0.0,0.0,0.05,0.0,,,
Kekkaishi: Karasumori Ayakashi Kidan,DS,2007.0,Action,0.0,0.0,0.17,0.0,,,
Kekkaishi: Kokubourou no Kage,Wii,2007.0,Action,0.0,0.0,0.03,0.0,,,
Kekkaishi: Kokubourou Shuurai,DS,2008.0,Action,0.0,0.0,0.03,0.0,,,
Kekkon Zenya,SAT,1995.0,Adventure,0.0,0.0,0.05,0.0,,,
Kekkon: Marriage,SAT,1995.0,Adventure,0.0,0.0,0.06,0.0,,,
Kelly Slater's Pro Surfer,XB,2002.0,Sports,0.08,0.02,0.0,0.0,80.0,8,E
Kelly Slater's Pro Surfer,PS2,2002.0,Sports,0.16,0.13,0.0,0.04,77.0,8.4,E
Kelly Slater's Pro Surfer,GBA,2002.0,Sports,0.09,0.03,0.0,0.0,72.0,tbd,E
Kelly Slater's Pro Surfer,GC,2002.0,Sports,0.05,0.01,0.0,0.0,80.0,tbd,E
Ken Griffey Jr.'s Slugfest,N64,1999.0,Sports,0.23,0.06,0.0,0.0,,,
Ken to Mahou to Gakuen Mono. 2,PSP,2009.0,Role-Playing,0.0,0.0,0.08,0.0,,,
Ken to Mahou to Gakuen Mono. 2G,PS3,2010.0,Role-Playing,0.0,0.0,0.02,0.0,,,
Ken to Mahou to Gakuen Mono. 3,PSP,2010.0,Role-Playing,0.0,0.0,0.13,0.0,,,
Ken to Mahou to Gakuen Mono. 3,PS3,2010.0,Role-Playing,0.0,0.0,0.07,0.0,,,
Ken to Mahou to Gakuen Mono. 3D,3DS,2011.0,Role-Playing,0.0,0.0,0.06,0.0,,,
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011.0,Strategy,0.0,0.0,0.08,0.0,,,
Kengo: Legend of The 9,X360,2006.0,Fighting,0.06,0.01,0.0,0.01,38.0,4.1,M
Kengo: Master of Bushido,PS2,2000.0,Fighting,0.16,0.13,0.06,0.04,62.0,8.4,M
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,0.0,0.0,0.1,0.0,,,
Kenka Bancho Otome,PSV,2016.0,Action,0.0,0.0,0.03,0.0,,,
Kenka Bancho: Badass Rumble,PSP,2008.0,Action,0.06,0.0,0.2,0.01,70.0,7.5,T
Kenka Banchou 2: Full Throttle,PS2,2007.0,Action,0.0,0.0,0.09,0.0,,,
Kenka Banchou 4: Ichinen Sensou,PSP,2010.0,Action,0.0,0.0,0.19,0.0,,,
Kenka Banchou 5: Otoko no Housoku,PSP,2011.0,Action,0.0,0.0,0.14,0.0,,,
Kenka Banchou 6: Soul & Blood,3DS,2015.0,Fighting,0.0,0.0,0.07,0.0,,,
Kenka Banchou Portable,PSP,2009.0,Action,0.0,0.0,0.01,0.0,,,
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006.0,Misc,0.0,0.0,0.52,0.0,,,
Kensei: Sacred Fist,PS,1997.0,Fighting,0.01,0.01,0.0,0.0,,,
Kenshuui Tendo Dokuta,DS,2004.0,Simulation,0.0,0.0,0.08,0.0,,,
Kenyuu Densetsu Yaiba,SNES,1994.0,Action,0.0,0.0,0.07,0.0,,,
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007.0,Action,0.0,0.0,0.05,0.0,,,
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010.0,Role-Playing,0.0,0.0,0.07,0.0,,,
Keshisasu-Kun: Battle Kas-tival,DS,2010.0,Action,0.0,0.0,0.03,0.0,,,
Kessen,PS2,2000.0,Strategy,0.27,0.21,0.41,0.07,75.0,8.4,T
Kessen II,PS2,2001.0,Strategy,0.13,0.1,0.2,0.03,71.0,8.3,T
Kessen III,PS2,2004.0,Strategy,0.04,0.03,0.0,0.01,73.0,8.1,T
Ketsui Death Label,DS,2008.0,Shooter,0.0,0.0,0.02,0.0,,,
Ketsui: Kizuna Jigoku Tachi Extra,X360,2010.0,Shooter,0.0,0.0,0.02,0.0,,,
Kevin Van Dam: Big Bass Challenge,Wii,2010.0,Sports,0.03,0.0,0.0,0.0,,,
Keystone Kapers,2600,1982.0,Action,0.62,0.04,0.0,0.01,,,
Kid Adventures: Sky Captain,Wii,2010.0,Action,0.09,0.04,0.0,0.01,,tbd,E
Kid Fit Island Resort,Wii,2010.0,Sports,0.05,0.0,0.0,0.0,,tbd,E
Kid Icarus,NES,1986.0,Platform,0.53,0.12,01.09,0.02,,,
Kid Icarus: Uprising,3DS,2012.0,Action,0.48,0.35,0.36,0.07,83.0,8.7,E10+
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005.0,Misc,0.0,0.0,0.04,0.0,,,
Kidou Senkan Nadesico,SAT,1997.0,Strategy,0.0,0.0,0.15,0.0,,,
Kidou Senshi Gundam 00,DS,2008.0,Action,0.0,0.0,0.08,0.0,,,
Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991.0,Strategy,0.0,0.0,0.33,0.0,,,
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012.0,Action,0.0,0.0,0.12,0.0,,,
Kidou Senshi Gundam UC,PS3,2012.0,Action,0.0,0.0,0.1,0.0,,,
Kidou Senshi Gundam: Extreme VS,PS3,2011.0,Fighting,0.0,0.0,0.54,0.0,,,
Kidou Senshi Gundam: Giren no Yabou,SAT,1998.0,Strategy,0.0,0.0,0.25,0.0,,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008.0,Strategy,0.0,0.0,0.16,0.0,,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009.0,Strategy,0.0,0.0,0.07,0.0,,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009.0,Strategy,0.0,0.0,0.07,0.0,,,
Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009.0,Strategy,0.0,0.0,0.18,0.0,,,
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011.0,Strategy,0.0,0.0,0.14,0.0,,,
Kidou Senshi V Gundam,SNES,1994.0,Action,0.0,0.0,0.03,0.0,,,
Kids Learn Math: A+ Edition,DS,2011.0,Misc,0.14,0.0,0.0,0.01,,,
Kids Learn Music A+ Edition,DS,2011.0,Misc,0.04,0.0,0.0,0.0,,,
Kidz Bop Dance Party! The Video Game,Wii,2010.0,Misc,0.2,0.0,0.0,0.01,,,
Kidz Sports: Crazy Golf,Wii,2008.0,Sports,0.11,0.0,0.0,0.01,,3.4,E
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008.0,Misc,0.0,0.0,0.01,0.0,,,
Kikou Heidan J-Phoenix,PS2,2001.0,Action,0.0,0.0,0.06,0.0,,,
Kikou Heidan J-Phoenix 2,PS2,2003.0,Action,0.0,0.0,0.04,0.0,,,
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002.0,Action,0.0,0.0,0.02,0.0,,,
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007.0,Misc,0.0,0.0,0.1,0.0,,,
"Kilari: Na-san, Mon Meilleur Ami",DS,2006.0,Simulation,0.0,0.0,0.12,0.0,,,
Kileak: The DNA Imperative,PS,1994.0,Shooter,0.08,0.06,0.21,0.02,,,
Kill.Switch,XB,2003.0,Shooter,0.18,0.05,0.0,0.01,75.0,8,T
Kill.Switch,PS2,2003.0,Shooter,0.34,0.27,0.0,0.09,73.0,8.3,T
Kill.Switch,GBA,2004.0,Shooter,0.02,0.01,0.0,0.0,,tbd,T
Killer Instinct,SNES,1995.0,Fighting,2.26,0.72,0.12,0.1,,,
Killer Instinct (2013),XOne,2013.0,Fighting,0.04,0.03,0.0,0.01,,,
Killer Instinct Gold,N64,1996.0,Fighting,0.61,0.19,0.0,0.01,,,
Killer is Dead,X360,2013.0,Action,0.08,0.02,0.01,0.01,64.0,7.2,M
Killer is Dead,PS3,2013.0,Action,0.12,0.03,0.05,0.03,64.0,7.9,M
Killer Loop,PS,1999.0,Racing,0.03,0.02,0.0,0.0,,,
Killer7,PS2,2005.0,Action,0.04,0.03,0.0,0.01,70.0,8.1,M
Killer7,GC,2005.0,Action,0.12,0.03,0.0,0.0,74.0,8.5,M
Killing Floor 2,PS4,2016.0,Shooter,0.03,0.01,0.0,0.01,76.0,8,M
Killing Zone,PS,1996.0,Fighting,0.03,0.02,0.0,0.0,,,
Killzone,PS2,2004.0,Shooter,0.79,0.03,0.0,0.13,70.0,7.4,M
Killzone 2,PS3,2009.0,Shooter,1.4,01.06,0.08,0.47,91.0,8.1,M
Killzone 3,PS3,2011.0,Shooter,1.45,0.86,0.09,0.38,84.0,7.9,M
Killzone: Liberation,PSP,2006.0,Shooter,0.44,0.27,0.0,0.18,77.0,8.3,T
Killzone: Mercenary,PSV,2013.0,Shooter,0.2,0.39,0.04,0.17,78.0,8.9,M
Killzone: Shadow Fall,PS4,2013.0,Shooter,0.89,1.33,0.08,0.39,73.0,6.8,M
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
Kimi ni Todoke: Sodateru Omoi,DS,2009.0,Adventure,0.0,0.0,0.02,0.0,,,
Kimi ni Todoke: Tsutaeru Kimochi,DS,2011.0,Adventure,0.0,0.0,0.05,0.0,,,
Kimi no Yuusha,DS,2008.0,Role-Playing,0.0,0.0,0.01,0.0,,,
Kimikare: New Semester,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
KimiKiss,PS2,2006.0,Adventure,0.0,0.0,0.06,0.0,,,
KimiKiss (ebKore+),PS2,2008.0,Adventure,0.0,0.0,0.06,0.0,,,
Kinect Adventures!,X360,2010.0,Misc,15.0,4.89,0.24,1.69,61.0,6.3,E
Kinect Joy Ride,X360,2010.0,Racing,0.92,0.39,0.0,0.12,52.0,5,E
Kinect Rush: A Disney Pixar Adventure,X360,2012.0,Adventure,0.38,0.15,0.0,0.05,68.0,5.1,E
Kinect Sports,X360,2010.0,Sports,3.92,1.73,0.03,0.51,73.0,7.4,E10+
Kinect Sports Rivals,XOne,2014.0,Sports,0.3,0.23,0.02,0.05,60.0,5.1,E10+
Kinect Sports: Season Two,X360,2011.0,Sports,1.38,0.72,0.02,0.22,66.0,6.5,E
Kinect Star Wars,X360,2012.0,Action,01.05,0.52,0.03,0.14,55.0,3.5,T
Kinect: Disneyland Adventures,X360,2011.0,Misc,1.73,0.43,0.02,0.17,73.0,2.9,E10+
Kinectimals,X360,2010.0,Simulation,01.02,0.46,0.0,0.13,74.0,3.1,E
Kinectimals: Now with Bears!,X360,2011.0,Misc,0.27,0.06,0.0,0.03,,,
Kinetica,PS2,2001.0,Racing,0.16,0.12,0.0,0.04,77.0,8.3,T
King Arthur,PS2,2004.0,Action,0.07,0.05,0.0,0.02,59.0,8,T
King Arthur,XB,2004.0,Action,0.04,0.01,0.0,0.0,61.0,tbd,T
King Arthur,GC,2004.0,Action,0.03,0.01,0.0,0.0,60.0,tbd,T
King Arthur II,PC,2011.0,Strategy,0.0,0.03,0.0,0.0,,,
King Kong,2600,1981.0,Action,0.65,0.04,0.0,0.01,,,
King of Clubs: Mini Golf,Wii,2008.0,Sports,0.09,0.0,0.0,0.01,,,
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002.0,Fighting,0.0,0.0,0.12,0.0,,,
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,0.0,0.0,0.01,0.0,,,
King of Fighters: Maximum Impact,PS2,2004.0,Fighting,0.13,0.1,0.0,0.03,64.0,6.9,T
King of Fighters: Maximum Impact Regulation A,PS2,2007.0,Fighting,0.0,0.0,0.04,0.0,,,
King's Bounty: Armored Princess,PC,2009.0,Role-Playing,0.0,0.01,0.0,0.0,82.0,8.6,T
King's Field,PS,1995.0,Role-Playing,0.09,0.06,0.0,0.01,,,
King's Field (Japan),PS,1994.0,Role-Playing,0.0,0.0,0.08,0.01,,,
King's Field II,PS,1996.0,Role-Playing,0.08,0.06,0.11,0.02,,,
King's Field: The Ancient City,PS2,2001.0,Role-Playing,0.05,0.04,0.0,0.01,60.0,8.5,T
King's Quest: The Complete Collection,PS4,2016.0,Adventure,0.01,0.0,0.0,0.0,,tbd,E10+
Kingdom Hearts,PS2,2002.0,Role-Playing,3.64,1.2,1.49,0.07,85.0,8.8,E
Kingdom Hearts,PS3,2013.0,Role-Playing,0.9,0.35,0.25,0.24,,,
Kingdom Hearts 358/2 Days,DS,2009.0,Role-Playing,01.06,0.26,0.53,0.13,75.0,7.8,E10+
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,Action,0.88,0.26,0.34,0.1,75.0,8.2,E10+
Kingdom Hearts II,PS2,2005.0,Role-Playing,2.2,0.58,1.38,0.17,87.0,9,E10+
Kingdom Hearts II,PS3,2014.0,Role-Playing,0.52,0.35,0.18,0.18,,,
Kingdom Hearts Re: Chain of Memories,PS2,2008.0,Role-Playing,0.73,0.03,0.0,0.12,68.0,7.2,E10+
Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,0.53,0.09,0.27,0.05,66.0,7,E10+
Kingdom Hearts: Birth by Sleep,PSP,2010.0,Role-Playing,0.63,0.41,0.75,0.26,82.0,8.6,E10+
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011.0,Role-Playing,0.0,0.0,0.16,0.0,,,
Kingdom Hearts: Chain of Memories,GBA,2004.0,Role-Playing,1.26,0.18,0.35,0.06,76.0,7.9,E
Kingdom of Paradise,PSP,2005.0,Role-Playing,0.14,0.0,0.0,0.01,72.0,7.5,T
Kingdom Under Fire: Circle of Doom,X360,2007.0,Role-Playing,0.18,0.12,0.04,0.03,55.0,5.9,M
Kingdom Under Fire: Heroes,XB,2005.0,Strategy,0.11,0.03,0.0,0.01,78.0,7.5,M
Kingdom Under Fire: The Crusaders,XB,2004.0,Strategy,0.24,0.07,0.0,0.01,81.0,7.9,M
Kingdom: Ikkitousen no Ken,PSP,2010.0,Action,0.0,0.0,0.02,0.0,,,
Kingdoms of Amalur: Reckoning,PC,2012.0,Role-Playing,0.14,0.13,0.0,0.03,81.0,6.6,M
Kingdoms of Amalur: Reckoning,PS3,2012.0,Role-Playing,0.37,0.29,0.09,0.11,81.0,7.6,M
Kingdoms of Amalur: Reckoning,X360,2012.0,Role-Playing,0.55,0.24,0.01,0.07,80.0,7.7,M
Kiniro no Corda 2,PS2,2007.0,Role-Playing,0.0,0.0,0.06,0.0,,,
Kiniro no Corda 2 Encore,PS2,2007.0,Role-Playing,0.0,0.0,0.05,0.0,,,
Kiniro no Corda 2 f,PSP,2009.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Kiniro no Corda 2 f Encore,PSP,2009.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Kiniro no Corda 3,PSP,2010.0,Adventure,0.0,0.0,0.09,0.0,,,
Kiniro no Corda 3,PS2,2010.0,Adventure,0.0,0.0,0.03,0.0,,,
Kiniro no Corda 3,3DS,2015.0,Adventure,0.0,0.0,0.01,0.0,,,
Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,0.0,0.0,0.05,0.0,,,
Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008.0,Fighting,0.0,0.0,0.07,0.0,,,
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009.0,Adventure,0.0,0.0,0.03,0.0,,,
Kirarin * Revolution: Kira Kira Idol Audition,DS,2006.0,Simulation,0.0,0.0,0.11,0.0,,,
Kirarin * Revolution: Mezase! Idol Queen,DS,2007.0,Simulation,0.0,0.0,0.1,0.0,,,
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008.0,Simulation,0.0,0.0,0.06,0.0,,,
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007.0,Simulation,0.0,0.0,0.1,0.0,,,
Kirby & the Amazing Mirror,GBA,2004.0,Platform,0.8,0.05,0.76,0.03,,,
Kirby 64: The Crystal Shards,N64,2000.0,Platform,0.63,0.06,01.03,0.04,,,
Kirby Air Ride,GC,2003.0,Racing,01.01,0.11,0.45,0.04,61.0,7.9,E
Kirby and the Rainbow Curse,WiiU,2015.0,Platform,0.22,0.13,0.12,0.04,73.0,8,E
Kirby Squeak Squad,DS,2006.0,Platform,0.78,0.02,01.05,0.08,71.0,8.1,E
Kirby Super Star,SNES,1996.0,Platform,0.26,0.07,01.09,0.02,,,
Kirby Super Star Ultra,DS,2008.0,Platform,1.55,0.04,1.19,0.15,76.0,8.8,E
Kirby Tilt 'n' Tumble,GB,2000.0,Puzzle,0.29,0.17,0.75,0.02,,,
Kirby: Canvas Curse,DS,2005.0,Platform,0.36,0.0,0.32,0.03,86.0,8.2,E
Kirby: Mass Attack,DS,2011.0,Platform,0.48,0.06,0.41,0.05,83.0,8.6,E
Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,1.22,0.1,0.91,0.04,81.0,8.9,E
Kirby: Planet Robobot,3DS,2016.0,Action,0.28,0.14,0.47,0.04,81.0,8.7,E
Kirby: Triple Deluxe,3DS,2014.0,Platform,0.61,0.34,0.79,0.09,80.0,8.8,E
Kirby's Adventure,NES,1993.0,Platform,0.79,0.14,0.8,0.02,,,
Kirby's Block Ball,GB,1995.0,Puzzle,0.0,0.0,0.32,0.0,,,
Kirby's Dream Collection: Special Edition,Wii,2012.0,Action,0.33,0.0,0.33,0.02,82.0,8.8,E10+
Kirby's Dream Course,SNES,1994.0,Sports,0.0,0.0,0.59,0.0,,,
Kirby's Dream Land,GB,1992.0,Platform,2.71,0.61,1.7,0.11,,,
Kirby's Dream Land 2,GB,1995.0,Platform,0.69,0.14,1.48,0.05,,,
Kirby's Dream Land 3,SNES,1997.0,Platform,0.0,0.0,0.36,0.0,,,
Kirby's Epic Yarn,Wii,2010.0,Platform,1.42,0.09,0.45,0.1,,,
Kirby's Pinball Land,GB,1992.0,Misc,0.87,0.17,1.1,0.05,,,
Kirby's Return to Dreamland,Wii,2011.0,Platform,0.58,0.21,0.79,0.07,77.0,8.5,E10+
Kirby's Star Stacker,GB,1997.0,Puzzle,0.0,0.0,0.22,0.0,,,
Kiss Bell,PSV,2014.0,Adventure,0.0,0.0,0.02,0.0,,,
KISS Pinball,PS,2001.0,Action,0.17,0.12,0.0,0.02,26.0,3.8,T
Kisuato,PSV,2015.0,Adventure,0.0,0.0,0.03,0.0,,,
Klax,2600,1989.0,Puzzle,0.14,0.01,0.0,0.0,,,
Klonoa,Wii,2008.0,Platform,0.1,0.02,0.03,0.01,77.0,8.6,E10+
Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,0.02,0.01,0.0,0.0,78.0,9.3,E
Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,0.12,0.1,0.08,0.03,91.0,9.1,E
Klonoa Beach Volleyball,PS,2002.0,Sports,0.03,0.02,0.0,0.0,,,
Klonoa Heroes: Densetsu no Star Medal,GBA,2002.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Klonoa: Door to Phantomile,PS,1997.0,Platform,0.0,0.0,0.17,0.01,,,
Klonoa: Empire of Dreams,GBA,2001.0,Platform,0.1,0.04,0.0,0.0,,,
Knack,PS4,2013.0,Platform,0.43,0.68,0.42,0.2,54.0,6.5,E10+
Knife Edge: NoseGunner,N64,1998.0,Shooter,0.06,0.02,0.0,0.0,,,
Knight's Apprentice: Memorick's Adventures,XB,2004.0,Action,0.02,0.0,0.0,0.0,53.0,4.5,T
Knights Contract,PS3,2011.0,Action,0.04,0.03,0.0,0.01,51.0,6,M
Knights Contract,X360,2011.0,Action,0.05,0.03,0.0,0.01,49.0,5.6,M
Knights in the Nightmare,DS,2008.0,Role-Playing,0.06,0.0,0.02,0.0,76.0,8.6,T
Knights in the Nightmare,PSP,2010.0,Role-Playing,0.06,0.0,0.02,0.01,75.0,7.7,T
Knights in the Nightmare: DHE Series Special Pack,DS,2008.0,Role-Playing,0.0,0.0,0.01,0.0,,,
Knights of Honor,PC,2004.0,Strategy,0.0,0.02,0.0,0.01,77.0,9.1,E10+
Knockout Kings,PS,1997.0,Fighting,01.07,0.39,0.0,0.06,,,
Knockout Kings 2000,PS,1999.0,Fighting,01.02,0.34,0.0,0.05,,,
Knockout Kings 2000,N64,1999.0,Fighting,0.63,0.27,0.0,0.02,,,
Knockout Kings 2001,PS,2000.0,Fighting,0.23,0.15,0.0,0.03,84.0,8.5,T
Knockout Kings 2001,PS2,2001.0,Fighting,0.28,0.21,0.0,0.07,81.0,tbd,T
Knockout Kings 2002,PS2,2002.0,Sports,0.45,0.35,0.0,0.12,76.0,8.1,T
Knockout Kings 2002,XB,2002.0,Sports,0.2,0.06,0.0,0.01,78.0,7.9,T
Knockout Kings 2003,GC,2002.0,Sports,0.12,0.03,0.0,0.0,78.0,6.5,T
Kobe Bryant in NBA Courtside,N64,1998.0,Sports,01.02,0.13,0.04,0.01,,,
Kobitodzukan: Kobito Kansatsu Set,3DS,2012.0,Misc,0.0,0.0,0.28,0.0,,,
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013.0,Misc,0.0,0.0,0.08,0.0,,,
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010.0,Misc,0.0,0.0,0.02,0.0,,,
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012.0,Action,0.0,0.0,0.01,0.0,,,
Koi to Senkyo to Chocolate Portable,PSP,2012.0,Adventure,0.0,0.0,0.05,0.0,,,
Koihime Enbu,PS4,2016.0,Fighting,0.0,0.0,0.02,0.0,,,
Koihime Musou,PS2,2008.0,Adventure,0.0,0.0,0.05,0.0,,,
Koisuru Otome to Shugo no Tate Portable,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
Kokoro Connect: Yochi Random,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
Kokoro no Kokoron,DS,2011.0,Misc,0.0,0.0,0.03,0.0,,,
Konami Arcade Classics,PS,1999.0,Misc,0.02,0.01,0.0,0.0,,,
Konami Classics Series: Arcade Hits,DS,2007.0,Misc,0.01,0.0,0.02,0.0,76.0,tbd,E10+
Konami Classics Vol. 1,X360,2009.0,Misc,0.08,0.0,0.0,0.01,,tbd,T
Konami Classics Vol. 2,X360,2009.0,Misc,0.01,0.0,0.0,0.0,,tbd,E10+
Konami Collector's Series: Arcade Advanced,GBA,2002.0,Misc,0.46,0.17,0.0,0.01,78.0,tbd,E
Konami Krazy Racers,GBA,2001.0,Racing,0.09,0.03,0.04,0.0,78.0,tbd,E
Konductra,DS,2006.0,Puzzle,0.02,0.0,0.0,0.0,60.0,tbd,E
Kong: King of Atlantis,GBA,2005.0,Action,0.02,0.01,0.0,0.0,,tbd,E
Kong: The 8th Wonder of the World,GBA,2005.0,Action,0.33,0.12,0.0,0.01,59.0,tbd,E10+
Kong: The Animated Series,GBA,2002.0,Action,0.01,0.0,0.0,0.0,52.0,tbd,E
Konjiki no Gashbell!! Makai no Bookmark,GBA,2004.0,Adventure,0.0,0.0,0.25,0.01,,,
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,0.0,0.0,0.01,0.0,,,
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
Konohana 2: Todoke Kanai Requiem,PS2,2002.0,Adventure,0.0,0.0,0.03,0.0,,,
Konpeki no Kantai,SNES,1995.0,Strategy,0.0,0.0,0.03,0.0,,,
KORG DS-10 Synthesizer,DS,2008.0,Misc,0.19,0.01,0.0,0.02,82.0,8.2,E
KORG DS-10 Synthesizer Plus,DS,2009.0,Misc,0.07,0.0,0.02,0.01,,,
Kororinpa: Marble Mania,Wii,2006.0,Puzzle,0.08,0.02,0.03,0.01,69.0,8.7,E
Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004.0,Puzzle,0.0,0.0,0.11,0.0,,,
Kotoba no Puzzle: Mojipittan DS,DS,2007.0,Puzzle,0.0,0.0,0.37,0.0,,,
